SID,RTms,corti_avg_dist,SAME_SPEAKER,RESPONSE,LABEL
CMU_13,373,0.153724,0,1,3
CMU_13,813,0.097350,0,1,3
CMU_13,402,0.160678,0,1,3
CMU_13,222,1000.000000,0,0,1
CMU_13,371,0.270257,0,1,3
CMU_13,643,0.153923,0,1,3
CMU_13,485,0.229418,1,0,1
CMU_13,339,0.118888,0,1,3
CMU_13,446,0.158889,0,1,3
CMU_13,415,0.083655,0,1,3
CMU_13,368,0.117422,0,1,3
CMU_13,595,0.225574,0,1,3
CMU_13,345,0.080117,0,1,3
CMU_13,-5878,1000.000000,1,1,0
CMU_13,784,0.321471,0,1,3
CMU_13,381,0.332050,0,1,3
CMU_13,139,1000.000000,0,0,1
CMU_13,836,0.154262,0,1,3
CMU_13,374,0.098657,0,1,3
CMU_13,380,0.087757,0,1,3
CMU_13,591,0.136589,0,1,3
CMU_13,287,0.191277,1,0,1
CMU_13,472,0.409735,1,0,1
CMU_13,648,0.189220,0,1,3
CMU_13,726,0.197223,0,1,3
CMU_13,617,0.132467,0,1,3
CMU_13,258,0.136833,0,1,3
CMU_13,696,0.089966,0,1,3
CMU_13,313,0.101254,1,0,1
CMU_13,-5431,1000.000000,1,1,0
CMU_13,557,0.193837,1,0,1
CMU_13,553,0.120145,0,1,3
CMU_13,428,0.200100,0,1,3
CMU_13,424,0.283526,0,1,3
CMU_13,560,0.197544,0,1,3
CMU_13,2814,0.118623,1,1,0
CMU_13,361,0.245748,0,1,3
CMU_13,401,0.112686,0,1,3
CMU_13,462,0.192046,0,1,3
CMU_13,498,0.176981,0,1,3
CMU_13,266,0.085374,0,1,3
CMU_13,675,0.122486,0,1,3
CMU_13,179,1000.000000,1,0,1
CMU_13,495,0.212383,0,1,3
CMU_13,678,0.054188,0,1,3
CMU_13,476,0.319924,0,1,3
CMU_13,424,0.308130,0,1,3
CMU_13,255,0.103269,0,1,3
CMU_13,636,0.107682,0,1,3
CMU_13,376,0.085506,0,1,3
CMU_13,416,0.263329,0,1,3
CMU_13,-5832,1000.000000,1,1,0
CMU_13,719,0.306695,0,1,3
CMU_13,539,0.093696,0,1,3
CMU_13,746,0.217205,0,1,3
CMU_13,334,0.224236,0,1,3
CMU_13,-5233,1000.000000,1,1,0
CMU_13,634,0.215095,0,1,3
CMU_13,429,0.124199,0,1,3
CMU_13,-5754,1000.000000,1,1,0
CMU_13,432,0.276905,0,1,3
CMU_13,592,0.375954,0,1,3
CMU_13,100,1000.000000,1,0,1
CMU_13,433,0.218015,0,1,3
CMU_13,86,1000.000000,0,0,1
CMU_13,422,0.446849,0,1,3
CMU_13,-5769,1000.000000,1,1,0
CMU_13,375,0.205987,0,1,3
CMU_13,413,0.182200,0,1,3
CMU_13,516,0.098568,0,1,3
CMU_13,-5903,1000.000000,1,1,0
CMU_13,-2683,1000.000000,0,0,1
CMU_13,398,0.272685,0,1,3
CMU_13,-1172,1000.000000,0,0,1
CMU_13,545,0.080550,0,1,3
CMU_13,427,0.229536,0,1,3
CMU_13,-6662,1000.000000,1,1,0
CMU_13,407,0.250097,0,1,3
CMU_13,1610,0.143304,1,0,1
CMU_13,365,0.104807,0,1,3
CMU_13,570,0.113628,0,1,3
CMU_13,373,0.149638,0,1,3
CMU_13,-7463,1000.000000,1,1,0
CMU_13,491,0.154433,0,1,3
CMU_13,403,0.275077,0,1,3
CMU_13,238,0.086613,0,1,3
CMU_13,563,0.358153,0,1,3
CMU_13,58,1000.000000,0,0,1
CMU_13,242,0.103449,0,1,3
CMU_13,582,0.392584,0,1,3
CMU_13,429,0.241061,0,1,3
CMU_13,1537,0.139217,0,1,3
CMU_13,-5860,1000.000000,1,1,0
CMU_13,-5185,1000.000000,1,1,0
CMU_13,361,0.202048,0,1,3
CMU_13,468,0.077160,0,1,3
CMU_13,972,0.183362,0,1,3
CMU_13,420,0.115790,0,1,3
CMU_13,-6385,1000.000000,1,1,0
CMU_13,248,0.166354,0,1,3
CMU_13,316,0.340889,0,1,3
CMU_13,324,0.170680,0,1,3
CMU_13,747,0.127094,0,1,3
CMU_13,767,0.200826,0,1,3
CMU_13,426,0.252443,0,1,3
CMU_13,431,0.104745,1,0,1
CMU_13,328,0.132328,0,1,3
CMU_13,452,0.136274,0,1,3
CMU_13,609,0.171828,0,1,3
CMU_13,345,0.201565,0,1,3
CMU-14,697,0.218331,0,1,3
CMU-14,950,0.234306,0,1,3
CMU-14,511,0.183187,0,1,3
CMU-14,906,0.157955,0,1,3
CMU-14,530,0.132494,0,1,3
CMU-14,518,0.316473,0,1,3
CMU-14,-5808,1000.000000,1,1,0
CMU-14,711,0.234046,0,1,3
CMU-14,679,0.054075,0,1,3
CMU-14,959,0.211239,0,1,3
CMU-14,-5582,1000.000000,1,1,0
CMU-14,549,0.144761,0,1,3
CMU-14,859,0.255885,0,1,3
CMU-14,1205,0.160982,0,1,3
CMU-14,900,0.275996,0,1,3
CMU-14,694,0.375560,0,1,3
CMU-14,714,0.326047,0,1,3
CMU-14,595,0.189268,0,1,3
CMU-14,924,0.197516,0,1,3
CMU-14,-6539,1000.000000,1,1,0
CMU-14,663,0.213573,0,1,3
CMU-14,-5903,1000.000000,1,1,0
CMU-14,511,0.394924,0,1,3
CMU-14,1019,0.183570,0,1,3
CMU-14,741,0.175594,0,1,3
CMU-14,847,0.118982,0,1,3
CMU-14,925,0.176844,0,1,3
CMU-14,470,0.252170,0,1,3
CMU-14,673,0.253608,0,1,3
CMU-14,747,0.304736,0,1,3
CMU-14,503,0.138658,0,1,3
CMU-14,-6169,1000.000000,1,1,0
CMU-14,624,0.239713,0,1,3
CMU-14,-6076,1000.000000,1,1,0
CMU-14,1756,0.037119,1,0,1
CMU-14,692,0.312837,0,1,3
CMU-14,723,0.221962,0,1,3
CMU-14,758,0.126539,0,1,3
CMU-14,-5637,1000.000000,1,1,0
CMU-14,699,0.238555,0,1,3
CMU-14,939,0.239706,0,1,3
CMU-14,936,0.189942,0,1,3
CMU-14,1106,0.201203,0,1,3
CMU-14,75,1000.000000,0,0,1
CMU-14,553,0.137762,0,1,3
CMU-14,-6529,1000.000000,1,1,0
CMU-14,734,0.088929,0,1,3
CMU-14,1280,0.308144,0,1,3
CMU-14,-5735,1000.000000,1,1,0
CMU-14,1159,0.144251,0,1,3
CMU-14,425,0.342638,0,1,3
CMU-14,831,0.058067,0,1,3
CMU-14,567,0.162221,0,1,3
CMU-14,500,0.186437,0,1,3
CMU-14,356,0.110482,1,0,1
CMU-14,1098,0.062456,0,1,3
CMU-14,383,0.408215,0,1,3
CMU-14,674,0.328552,0,1,3
CMU-14,750,0.224830,0,1,3
CMU-14,687,0.249867,0,1,3
CMU-14,483,0.153208,0,1,3
CMU-14,428,0.086477,0,1,3
CMU-14,-5637,1000.000000,1,1,0
CMU-14,-4602,1000.000000,0,0,1
CMU-14,-5747,1000.000000,1,1,0
CMU-14,823,0.092397,0,1,3
CMU-14,930,0.193822,0,1,3
CMU-14,354,0.104492,0,1,3
CMU-14,465,0.098864,0,1,3
CMU-14,546,0.133992,0,1,3
CMU-14,400,0.084678,0,1,3
CMU-14,722,0.151175,0,1,3
CMU-14,527,0.161148,0,1,3
CMU-14,652,0.170227,0,1,3
CMU-14,476,0.181615,0,1,3
CMU-14,-7141,1000.000000,1,1,0
CMU-14,-6991,1000.000000,1,1,0
CMU-14,764,0.201745,0,1,3
CMU-14,-5499,1000.000000,1,1,0
CMU-14,582,0.112428,0,1,3
CMU-14,743,0.088116,0,1,3
CMU-14,591,0.264348,0,1,3
CMU-14,536,0.212137,0,1,3
CMU-14,580,0.229805,0,1,3
CMU-14,738,0.190518,0,1,3
CMU-14,800,0.119670,0,1,3
CMU-14,1033,0.361505,1,0,1
CMU-14,857,0.119358,0,1,3
CMU-14,1105,0.128781,0,1,3
CMU-14,-6495,1000.000000,1,1,0
CMU-14,672,0.243510,0,1,3
CMU-14,1116,0.112209,0,1,3
CMU-14,1021,0.172851,0,1,3
CMU-14,1218,0.160017,0,1,3
CMU-14,669,0.208473,0,1,3
CMU-14,591,0.146698,0,1,3
CMU-14,695,0.190801,1,0,1
CMU-14,710,0.181904,0,1,3
CMU-14,570,0.160566,0,1,3
CMU-14,788,0.087175,0,1,3
CMU-14,950,0.064992,0,1,3
CMU-14,713,0.206500,0,1,3
CMU-14,-5274,1000.000000,0,0,1
CMU-14,1643,0.215940,1,0,1
CMU-14,1145,0.302509,0,1,3
CMU-14,649,0.232981,0,1,3
CMU-14,1648,0.072246,0,1,3
CMU-14,632,0.169052,0,1,3
CMU-14,2667,0.068934,0,0,2
CMU-14,697,0.183130,0,1,3
CMU-14,694,0.124302,0,1,3
CMU-14,1034,0.202063,1,0,1
CMU-14,712,0.354945,1,0,1
CMU-14,667,0.185715,0,1,3
CMU-14,533,0.245664,0,1,3
CMU-14,707,0.134274,0,1,3
CMU-14,799,0.179128,0,1,3
CMU-14,704,0.089897,0,1,3
CMU-14,-5530,1000.000000,1,1,0
CMU-14,-5431,1000.000000,1,1,0
CMU-14,1109,0.185266,1,0,1
CMU-14,789,0.106154,0,1,3
CMU-14,587,0.179152,0,1,3
CMU-14,803,0.191799,0,1,3
CMU-14,610,0.196900,0,1,3
CMU-14,-6790,1000.000000,1,1,0
CMU-14,1076,0.281382,0,1,3
CMU-14,656,0.188641,0,1,3
CMU-14,1198,0.226181,0,1,3
CMU-14,464,0.190372,0,1,3
CMU-14,737,0.172276,0,1,3
CMU-14,968,0.150828,0,1,3
CMU-14,-5355,1000.000000,1,1,0
CMU-14,651,0.169594,0,1,3
CMU-14,322,0.051906,0,1,3
CMU-14,664,0.284302,0,1,3
CMU-14,1089,0.216709,0,1,3
CMU-14,407,0.130126,0,1,3
CMU-14,749,0.117596,0,1,3
CMU-14,675,0.149605,0,1,3
CMU-14,843,0.227541,0,1,3
CMU-14,-5832,1000.000000,1,1,0
CMU-14,745,0.308374,0,1,3
CMU-14,660,0.076596,0,1,3
CMU-14,704,0.217152,0,1,3
CMU-14,469,0.257921,0,1,3
CMU-14,-5233,1000.000000,1,1,0
CMU-14,729,0.224219,0,1,3
CMU-14,997,0.180716,0,1,3
CMU-14,-5754,1000.000000,1,1,0
CMU-14,598,0.238276,0,1,3
CMU-14,715,0.365095,0,1,3
CMU-14,-6387,1000.000000,1,1,0
CMU-14,772,0.240745,0,1,3
CMU-14,511,0.218578,0,1,3
CMU-14,993,0.416199,0,1,3
CMU-14,-5769,1000.000000,1,1,0
CMU-14,660,0.191282,0,1,3
CMU-14,727,0.164827,0,1,3
CMU-14,1038,0.077168,0,1,3
CMU-14,-5903,1000.000000,1,1,0
CMU-14,1129,0.156547,0,1,3
CMU-14,899,0.276772,0,1,3
CMU-14,1089,0.073847,0,1,3
CMU-14,774,0.076410,0,1,3
CMU-14,668,0.313020,0,1,3
CMU-14,-6662,1000.000000,1,1,0
CMU-14,403,0.249672,0,1,3
CMU-14,755,0.172234,1,0,1
CMU-14,289,0.092084,0,1,3
CMU-14,726,0.097533,0,1,3
CMU-14,766,0.197517,0,1,3
CMU-14,-7463,1000.000000,1,1,0
CMU-14,745,0.175909,0,1,3
CMU-14,1068,0.148283,0,1,3
CMU-14,518,0.117649,0,1,3
CMU-14,1313,0.314065,0,1,3
CMU-14,639,0.205479,0,1,3
CMU-14,527,0.117288,0,1,3
CMU-14,476,0.428289,0,1,3
CMU-14,663,0.259665,0,1,3
CMU-14,859,0.123368,0,1,3
CMU-14,-5860,1000.000000,1,1,0
CMU-14,-5185,1000.000000,1,1,0
CMU-14,1225,0.219516,0,1,3
CMU-14,738,0.106970,0,1,3
CMU-14,628,0.226980,0,1,3
CMU-14,489,0.129772,0,1,3
CMU-14,-6385,1000.000000,1,1,0
CMU-14,958,0.231914,0,1,3
CMU-14,838,0.203834,0,1,3
CMU-14,690,0.093701,0,1,3
CMU-14,842,0.118129,0,1,3
CMU-14,717,0.203733,0,1,3
CMU-14,810,0.194694,0,1,3
CMU-14,-6213,1000.000000,1,1,0
CMU-14,693,0.078753,0,1,3
CMU-14,1002,0.113306,0,1,3
CMU-14,573,0.172457,0,1,3
CMU-14,636,0.155109,0,1,3
cmu_15,606,0.255868,0,1,3
cmu_15,520,0.228906,0,1,3
cmu_15,234,0.193836,0,1,3
cmu_15,696,0.193833,0,1,3
cmu_15,553,0.128832,0,1,3
cmu_15,817,0.280828,0,1,3
cmu_15,-5808,1000.000000,1,1,0
cmu_15,532,0.280358,0,1,3
cmu_15,2489,0.067912,0,0,2
cmu_15,719,0.208890,0,1,3
cmu_15,-5582,1000.000000,1,1,0
cmu_15,931,0.182198,0,1,3
cmu_15,571,0.237721,0,1,3
cmu_15,799,0.156735,0,1,3
cmu_15,882,0.277422,0,1,3
cmu_15,524,0.364675,0,1,3
cmu_15,-484,1000.000000,0,0,1
cmu_15,654,0.186091,0,1,3
cmu_15,-6271,1000.000000,0,0,1
cmu_15,-6539,1000.000000,1,1,0
cmu_15,527,0.247728,0,1,3
cmu_15,34,1000.000000,1,0,1
cmu_15,376,0.404667,0,1,3
cmu_15,469,0.204301,0,1,3
cmu_15,-5074,1000.000000,0,0,1
cmu_15,857,0.118183,0,1,3
cmu_15,814,0.160961,0,1,3
cmu_15,214,1000.000000,0,0,1
cmu_15,711,0.251532,0,1,3
cmu_15,746,0.304736,0,1,3
cmu_15,292,0.107085,0,1,3
cmu_15,-6169,1000.000000,1,1,0
cmu_15,1900,0.142641,0,1,3
cmu_15,-6076,1000.000000,1,1,0
cmu_15,-5710,1000.000000,1,1,0
cmu_15,987,0.339982,0,1,3
cmu_15,665,0.221804,0,1,3
cmu_15,916,0.136456,0,1,3
cmu_15,-5637,1000.000000,1,1,0
cmu_15,742,0.237602,0,1,3
cmu_15,937,0.239706,0,1,3
cmu_15,318,0.190267,0,1,3
cmu_15,-6408,1000.000000,0,0,1
cmu_15,616,0.209855,0,1,3
cmu_15,370,0.065152,0,1,3
cmu_15,-6529,1000.000000,1,1,0
cmu_15,75,1000.000000,0,0,1
cmu_15,609,0.290624,0,1,3
cmu_15,-5735,1000.000000,1,1,0
cmu_15,610,0.158475,0,1,3
cmu_15,266,0.254523,0,1,3
cmu_15,4672,0.068904,0,0,2
cmu_15,1022,0.162032,0,1,3
cmu_15,1425,0.158393,0,1,3
cmu_15,345,0.109133,1,0,1
cmu_15,1040,0.060433,0,1,3
cmu_15,-1197,1000.000000,0,0,1
cmu_15,932,0.347236,0,1,3
cmu_15,746,0.224688,0,1,3
cmu_15,834,0.255631,0,1,3
cmu_15,836,0.195154,0,1,3
cmu_15,475,0.088106,0,1,3
cmu_15,-5637,1000.000000,1,1,0
cmu_15,673,0.215790,0,1,3
cmu_15,-5747,1000.000000,1,1,0
cmu_15,940,0.085745,0,1,3
cmu_15,658,0.180556,0,1,3
cmu_15,879,0.128236,0,1,3
cmu_15,652,0.101862,0,1,3
cmu_15,400,0.165364,0,1,3
cmu_15,856,0.105637,0,1,3
cmu_15,714,0.151175,0,1,3
cmu_15,622,0.155741,0,1,3
cmu_15,699,0.164388,0,1,3
cmu_15,3016,0.194482,0,0,2
cmu_15,-7141,1000.000000,1,1,0
cmu_15,190,1000.000000,1,0,1
cmu_15,779,0.203070,0,1,3
cmu_15,-5499,1000.000000,1,1,0
cmu_15,677,0.122968,0,1,3
cmu_15,686,0.092444,0,1,3
cmu_15,394,0.312316,0,1,3
cmu_15,1715,0.140918,0,1,3
cmu_15,454,0.249417,0,1,3
cmu_15,210,1000.000000,0,0,1
cmu_15,1093,0.129853,0,1,3
cmu_15,184,1000.000000,1,0,1
cmu_15,607,0.150122,0,1,3
cmu_15,1197,0.139659,0,1,3
cmu_15,410,0.131542,1,0,1
cmu_15,608,0.235634,0,1,3
cmu_15,974,0.102899,0,1,3
cmu_15,1352,0.147927,0,1,3
cmu_15,635,0.164985,0,1,3
cmu_15,946,0.172291,0,1,3
cmu_15,889,0.152190,0,1,3
cmu_15,-5900,1000.000000,1,1,0
cmu_15,372,0.123543,0,1,3
cmu_15,1031,0.165995,0,1,3
cmu_15,1062,0.102769,0,1,3
cmu_15,-6419,1000.000000,0,0,1
cmu_15,1913,0.128414,0,1,3
cmu_15,867,0.092861,0,1,3
cmu_15,-5878,1000.000000,1,1,0
cmu_15,2226,0.235124,0,0,2
cmu_15,883,0.199067,0,1,3
cmu_15,1885,0.062722,0,1,3
cmu_15,835,0.154262,0,1,3
cmu_15,889,0.070209,0,1,3
cmu_15,916,0.160170,0,1,3
cmu_15,1177,0.149225,0,1,3
cmu_15,-4560,1000.000000,1,0,1
cmu_15,390,0.402655,1,0,1
cmu_15,751,0.183310,0,1,3
cmu_15,400,0.302249,0,1,3
cmu_15,1546,0.131737,0,1,3
cmu_15,109,1000.000000,0,0,1
cmu_15,1521,0.090582,0,1,3
cmu_15,-5530,1000.000000,1,1,0
cmu_15,-5431,1000.000000,1,1,0
cmu_15,618,0.190313,1,0,1
cmu_15,710,0.105452,0,1,3
cmu_15,1046,0.136797,0,1,3
cmu_15,1216,0.145993,0,1,3
cmu_15,957,0.208701,0,1,3
cmu_15,-6790,1000.000000,1,1,0
cmu_15,383,0.257058,0,1,3
cmu_15,1434,0.202493,0,1,3
cmu_15,400,0.212259,0,1,3
cmu_15,609,0.148050,0,1,3
cmu_15,790,0.172125,0,1,3
cmu_15,-4694,1000.000000,0,0,1
cmu_15,-5355,1000.000000,1,1,0
cmu_15,1978,0.124076,0,1,3
cmu_15,3024,0.066378,0,0,2
cmu_15,61,1000.000000,0,0,1
cmu_15,746,0.242709,0,1,3
cmu_15,452,0.123797,0,1,3
cmu_15,609,0.101601,0,1,3
cmu_15,437,0.126585,0,1,3
cmu_15,1160,0.242270,0,1,3
cmu_15,-5832,1000.000000,1,1,0
cmu_15,619,0.309853,0,1,3
cmu_15,408,0.114275,0,1,3
cmu_15,821,0.217992,0,1,3
cmu_15,743,0.233320,0,1,3
cmu_15,-5233,1000.000000,1,1,0
cmu_15,3380,0.221155,0,0,2
cmu_15,935,0.174321,0,1,3
cmu_15,-5754,1000.000000,1,1,0
cmu_15,799,0.197103,0,1,3
cmu_15,-6357,1000.000000,0,0,1
cmu_15,-6387,1000.000000,1,1,0
cmu_15,464,0.224791,0,1,3
cmu_15,473,0.206941,0,1,3
cmu_15,901,0.418983,0,1,3
cmu_15,1964,0.053389,1,0,1
cmu_15,1386,0.190976,0,1,3
cmu_15,1183,0.165765,0,1,3
cmu_15,1104,0.077332,0,1,3
cmu_15,-5903,1000.000000,1,1,0
cmu_15,2410,0.069153,0,0,2
cmu_15,1025,0.285111,0,1,3
cmu_15,951,0.073533,0,1,3
cmu_15,928,0.092785,0,1,3
cmu_15,890,0.269570,0,1,3
cmu_15,-6662,1000.000000,1,1,0
cmu_15,319,0.219509,0,1,3
cmu_15,-5676,1000.000000,1,1,0
cmu_15,602,0.133826,0,1,3
cmu_15,734,0.096233,0,1,3
cmu_15,947,0.193592,0,1,3
cmu_15,-7463,1000.000000,1,1,0
cmu_15,-4055,1000.000000,0,0,1
cmu_15,2454,0.156439,0,0,2
cmu_15,620,0.124412,0,1,3
cmu_15,1162,0.325828,0,1,3
cmu_15,938,0.213031,0,1,3
cmu_15,773,0.156366,0,1,3
cmu_15,-2518,1000.000000,0,0,1
cmu_15,591,0.257741,0,1,3
cmu_15,2041,0.132895,0,0,2
cmu_15,-5860,1000.000000,1,1,0
cmu_15,-5185,1000.000000,1,1,0
cmu_15,699,0.176581,0,1,3
cmu_15,583,0.084545,0,1,3
cmu_15,2180,0.155596,0,0,2
cmu_15,735,0.178742,0,1,3
cmu_15,-6385,1000.000000,1,1,0
cmu_15,-6204,1000.000000,0,0,1
cmu_15,1200,0.187907,0,1,3
cmu_15,713,0.091236,0,1,3
cmu_15,723,0.128903,0,1,3
cmu_15,743,0.202579,0,1,3
cmu_15,573,0.224957,0,1,3
cmu_15,869,0.128099,1,0,1
cmu_15,974,0.072379,0,1,3
cmu_15,979,0.111882,0,1,3
cmu_15,832,0.188094,0,1,3
cmu_15,1017,0.179295,0,1,3
CMU_16,1019,0.193806,0,1,3
CMU_16,524,0.228906,0,1,3
CMU_16,484,0.193991,0,1,3
CMU_16,598,0.200849,0,1,3
CMU_16,401,0.152970,0,1,3
CMU_16,401,0.356705,0,1,3
CMU_16,-5808,1000.000000,1,1,0
CMU_16,387,0.317949,0,1,3
CMU_16,1774,0.051983,0,1,3
CMU_16,548,0.172647,0,1,3
CMU_16,-5582,1000.000000,1,1,0
CMU_16,618,0.173315,0,1,3
CMU_16,494,0.262121,0,1,3
CMU_16,379,0.208145,0,1,3
CMU_16,666,0.284550,0,1,3
CMU_16,618,0.391834,0,1,3
CMU_16,686,0.326964,0,1,3
CMU_16,427,0.228478,0,1,3
CMU_16,434,0.304476,0,1,3
CMU_16,-6539,1000.000000,1,1,0
CMU_16,611,0.225613,0,1,3
CMU_16,502,0.109913,1,0,1
CMU_16,496,0.404159,0,1,3
CMU_16,918,0.177353,0,1,3
CMU_16,664,0.178421,0,1,3
CMU_16,484,0.096905,0,1,3
CMU_16,597,0.172522,0,1,3
CMU_16,38,1000.000000,0,0,1
CMU_16,706,0.251532,0,1,3
CMU_16,443,0.240995,0,1,3
CMU_16,378,0.124359,0,1,3
CMU_16,-6169,1000.000000,1,1,0
CMU_16,656,0.232981,0,1,3
CMU_16,-6076,1000.000000,1,1,0
CMU_16,484,0.079487,1,0,1
CMU_16,633,0.309706,0,1,3
CMU_16,520,0.180706,0,1,3
CMU_16,378,0.099159,0,1,3
CMU_16,-5637,1000.000000,1,1,0
CMU_16,231,0.165257,0,1,3
CMU_16,745,0.198286,0,1,3
CMU_16,612,0.240275,0,1,3
CMU_16,654,0.228885,0,1,3
CMU_16,266,0.142002,0,1,3
CMU_16,632,0.151349,0,1,3
CMU_16,-6529,1000.000000,1,1,0
CMU_16,706,0.088739,0,1,3
CMU_16,698,0.293431,0,1,3
CMU_16,-5735,1000.000000,1,1,0
CMU_16,351,0.188419,0,1,3
CMU_16,475,0.339512,0,1,3
CMU_16,909,0.056251,0,1,3
CMU_16,546,0.158881,0,1,3
CMU_16,598,0.183308,0,1,3
CMU_16,583,0.146367,1,0,1
CMU_16,658,0.072541,0,1,3
CMU_16,600,0.375495,0,1,3
CMU_16,1446,0.302394,0,1,3
CMU_16,594,0.220046,0,1,3
CMU_16,902,0.246725,0,1,3
CMU_16,432,0.143461,0,1,3
CMU_16,513,0.089251,0,1,3
CMU_16,-5637,1000.000000,1,1,0
CMU_16,565,0.256492,0,1,3
CMU_16,-5747,1000.000000,1,1,0
CMU_16,479,0.076549,0,1,3
CMU_16,300,0.169666,0,1,3
CMU_16,560,0.123590,0,1,3
CMU_16,344,0.083503,0,1,3
CMU_16,386,0.168329,0,1,3
CMU_16,435,0.100518,0,1,3
CMU_16,527,0.188798,0,1,3
CMU_16,697,0.172647,0,1,3
CMU_16,393,0.217060,0,1,3
CMU_16,832,0.208296,0,1,3
CMU_16,-7141,1000.000000,1,1,0
CMU_16,-6991,1000.000000,1,1,0
CMU_16,714,0.193399,0,1,3
CMU_16,-5499,1000.000000,1,1,0
CMU_16,473,0.087354,0,1,3
CMU_16,1232,0.096329,0,1,3
CMU_16,627,0.254368,0,1,3
CMU_16,708,0.193359,0,1,3
CMU_16,929,0.230093,0,1,3
CMU_16,321,0.324013,0,1,3
CMU_16,894,0.122075,0,1,3
CMU_16,486,0.353902,1,0,1
CMU_16,533,0.153049,0,1,3
CMU_16,489,0.141299,0,1,3
CMU_16,395,0.130031,1,0,1
CMU_16,564,0.220489,0,1,3
CMU_16,1225,0.115119,0,1,3
CMU_16,401,0.160678,0,1,3
CMU_16,412,0.126702,0,1,3
CMU_16,310,0.273825,0,1,3
CMU_16,814,0.158261,0,1,3
CMU_16,-5900,1000.000000,1,1,0
CMU_16,493,0.118533,0,1,3
CMU_16,277,0.096062,0,1,3
CMU_16,674,0.089729,0,1,3
CMU_16,544,0.085913,0,1,3
CMU_16,1053,0.166156,0,1,3
CMU_16,288,0.071440,0,1,3
CMU_16,601,0.201361,1,0,1
CMU_16,334,0.275572,0,1,3
CMU_16,1014,0.190548,0,1,3
CMU_16,244,0.055276,0,1,3
CMU_16,843,0.154108,0,1,3
CMU_16,554,0.078774,0,1,3
