SID,RTms,engy_dist,SAME_SPEAKER,RESPONSE,LABEL
CMU_13,-5431,0.000000,1,1,0
CMU_13,557,20.095354,1,0,1
CMU_13,553,32.922346,0,1,3
CMU_13,428,20.434662,0,1,3
CMU_13,424,22.403355,0,1,3
CMU_13,560,15.222943,0,1,3
CMU_13,2814,10.734916,1,1,0
CMU_13,361,16.384899,0,1,3
CMU_13,401,21.404682,0,1,3
CMU_13,462,15.943215,0,1,3
CMU_13,498,24.244891,0,1,3
CMU_13,266,28.222699,0,1,3
CMU_13,675,9.957376,0,1,3
CMU_13,179,23.357917,1,0,1
CMU_13,495,27.570018,0,1,3
CMU_13,678,34.819316,0,1,3
CMU_13,476,24.323124,0,1,3
CMU_13,424,28.138390,0,1,3
CMU_13,255,35.900268,0,1,3
CMU_13,636,30.588658,0,1,3
CMU_13,376,22.426429,0,1,3
CMU_13,416,21.344357,0,1,3
CMU_13,-5832,0.000000,1,1,0
CMU_13,719,15.808923,0,1,3
CMU_13,539,38.950257,0,1,3
CMU_13,746,21.184324,0,1,3
CMU_13,334,23.478790,0,1,3
CMU_13,-5233,0.000000,1,1,0
CMU_13,634,16.322619,0,1,3
CMU_13,429,16.403706,0,1,3
CMU_13,-5754,0.000000,1,1,0
CMU_13,432,27.298512,0,1,3
CMU_13,592,18.711586,0,1,3
CMU_13,100,31.899496,1,0,1
CMU_13,433,19.725455,0,1,3
CMU_13,86,38.030153,0,0,1
CMU_13,422,13.435510,0,1,3
CMU_13,-5769,0.000000,1,1,0
CMU_13,375,19.509078,0,1,3
CMU_13,413,27.165946,0,1,3
CMU_13,516,27.650953,0,1,3
CMU_13,-5903,0.000000,1,1,0
CMU_13,-2683,41.440173,0,0,1
CMU_13,398,23.483722,0,1,3
CMU_13,-1172,29.238276,0,0,1
CMU_13,545,31.099587,0,1,3
CMU_13,427,10.518178,0,1,3
CMU_13,-6662,0.000000,1,1,0
CMU_13,407,5.008442,0,1,3
CMU_13,1610,12.439579,1,0,1
CMU_13,365,30.788547,0,1,3
CMU_13,570,29.619348,0,1,3
CMU_13,373,22.151366,0,1,3
CMU_13,-7463,0.000000,1,1,0
CMU_13,491,19.888900,0,1,3
CMU_13,403,21.352604,0,1,3
CMU_13,238,25.355707,0,1,3
CMU_13,563,11.430834,0,1,3
CMU_13,58,28.126402,0,0,1
CMU_13,242,33.426789,0,1,3
CMU_13,582,16.920030,0,1,3
CMU_13,429,20.176005,0,1,3
CMU_13,1537,29.159876,0,1,3
CMU_13,-5860,0.000000,1,1,0
CMU_13,-5185,0.000000,1,1,0
CMU_13,361,23.389484,0,1,3
CMU_13,468,30.404295,0,1,3
CMU_13,972,24.341000,0,1,3
CMU_13,420,20.555382,0,1,3
CMU_13,-6385,0.000000,1,1,0
CMU_13,248,25.549527,0,1,3
CMU_13,316,8.612988,0,1,3
CMU_13,324,23.857305,0,1,3
CMU_13,747,13.935417,0,1,3
CMU_13,767,10.343111,0,1,3
CMU_13,426,14.248643,0,1,3
CMU_13,431,23.008130,1,0,1
CMU_13,328,29.169642,0,1,3
CMU_13,452,35.102236,0,1,3
CMU_13,609,34.894159,0,1,3
CMU_13,345,27.605306,0,1,3
CMU-14,697,3.387082,0,1,3
CMU-14,950,1.447105,0,1,3
CMU-14,511,6.107761,0,1,3
CMU-14,906,7.488061,0,1,3
CMU-14,530,20.549363,0,1,3
CMU-14,518,3.380591,0,1,3
CMU-14,-5808,0.000000,1,1,0
CMU-14,711,2.934911,0,1,3
CMU-14,679,12.137806,0,1,3
CMU-14,959,2.962067,0,1,3
CMU-14,-5582,0.000000,1,1,0
CMU-14,549,8.811082,0,1,3
CMU-14,859,0.583312,0,1,3
CMU-14,1205,2.701495,0,1,3
CMU-14,900,1.579361,0,1,3
CMU-14,694,2.472903,0,1,3
CMU-14,714,6.442814,0,1,3
CMU-14,595,4.118721,0,1,3
CMU-14,924,3.063612,0,1,3
CMU-14,-6539,0.000000,1,1,0
CMU-14,663,10.701763,0,1,3
CMU-14,-5903,0.000000,1,1,0
CMU-14,511,8.285672,0,1,3
CMU-14,1019,2.699600,0,1,3
CMU-14,741,8.829061,0,1,3
CMU-14,847,10.770371,0,1,3
CMU-14,925,6.576827,0,1,3
CMU-14,470,6.334820,0,1,3
CMU-14,673,8.213781,0,1,3
CMU-14,747,2.261539,0,1,3
CMU-14,503,6.533908,0,1,3
CMU-14,-6169,0.000000,1,1,0
CMU-14,624,8.724036,0,1,3
CMU-14,-6076,0.000000,1,1,0
CMU-14,1756,13.845143,1,0,1
CMU-14,692,1.985611,0,1,3
CMU-14,723,0.499841,0,1,3
CMU-14,758,12.284026,0,1,3
CMU-14,-5637,0.000000,1,1,0
CMU-14,699,1.274473,0,1,3
CMU-14,939,11.525124,0,1,3
CMU-14,936,11.586494,0,1,3
CMU-14,1106,24.292976,0,1,3
CMU-14,75,22.223073,0,0,1
CMU-14,553,17.527669,0,1,3
CMU-14,-6529,0.000000,1,1,0
CMU-14,734,25.886284,0,1,3
CMU-14,1280,7.655400,0,1,3
CMU-14,-5735,0.000000,1,1,0
CMU-14,1159,5.298558,0,1,3
CMU-14,425,19.815185,0,1,3
CMU-14,831,12.945093,0,1,3
CMU-14,567,25.571205,0,1,3
CMU-14,500,12.780881,0,1,3
CMU-14,356,23.234766,1,0,1
CMU-14,1098,27.686548,0,1,3
CMU-14,383,8.232095,0,1,3
CMU-14,674,2.823275,0,1,3
CMU-14,750,6.361456,0,1,3
CMU-14,687,6.295340,0,1,3
CMU-14,483,14.198067,0,1,3
CMU-14,428,24.974389,0,1,3
CMU-14,-5637,0.000000,1,1,0
CMU-14,-4602,24.628672,0,0,1
CMU-14,-5747,0.000000,1,1,0
CMU-14,823,19.938178,0,1,3
CMU-14,930,16.718253,0,1,3
CMU-14,354,14.726828,0,1,3
CMU-14,465,23.179129,0,1,3
CMU-14,546,12.958123,0,1,3
CMU-14,400,13.001249,0,1,3
CMU-14,722,5.060572,0,1,3
CMU-14,527,12.125742,0,1,3
CMU-14,652,6.397971,0,1,3
CMU-14,476,14.436114,0,1,3
CMU-14,-7141,0.000000,1,1,0
CMU-14,-6991,0.000000,1,1,0
CMU-14,764,13.679344,0,1,3
CMU-14,-5499,0.000000,1,1,0
CMU-14,582,16.239509,0,1,3
CMU-14,743,23.216951,0,1,3
CMU-14,591,15.057925,0,1,3
CMU-14,536,15.732469,0,1,3
CMU-14,580,20.700289,0,1,3
CMU-14,738,16.784978,0,1,3
CMU-14,800,21.199660,0,1,3
CMU-14,1033,5.920553,1,0,1
CMU-14,857,32.919316,0,1,3
CMU-14,1105,38.509923,0,1,3
CMU-14,-6495,0.000000,1,1,0
CMU-14,672,28.340764,0,1,3
CMU-14,1116,49.164359,0,1,3
CMU-14,1021,36.509654,0,1,3
CMU-14,1218,38.335045,0,1,3
CMU-14,669,25.340094,0,1,3
CMU-14,591,13.838474,0,1,3
CMU-14,695,13.909479,1,0,1
CMU-14,710,21.168644,0,1,3
CMU-14,570,31.459577,0,1,3
CMU-14,788,27.938954,0,1,3
CMU-14,950,25.944899,0,1,3
CMU-14,713,18.263518,0,1,3
CMU-14,-5274,0.000000,0,0,1
CMU-14,1643,10.013364,1,0,1
CMU-14,1145,4.021295,0,1,3
CMU-14,649,12.508310,0,1,3
CMU-14,1648,18.269683,0,1,3
CMU-14,632,17.059957,0,1,3
CMU-14,2667,23.371167,0,0,2
CMU-14,697,7.953616,0,1,3
CMU-14,694,25.648003,0,1,3
CMU-14,1034,13.741846,1,0,1
CMU-14,712,3.102772,1,0,1
CMU-14,667,13.993883,0,1,3
CMU-14,533,8.606932,0,1,3
CMU-14,707,16.576688,0,1,3
CMU-14,799,15.748596,0,1,3
CMU-14,704,27.817585,0,1,3
CMU-14,-5530,0.000000,1,1,0
CMU-14,-5431,0.000000,1,1,0
CMU-14,1109,15.905760,1,0,1
CMU-14,789,29.345389,0,1,3
CMU-14,587,19.579370,0,1,3
CMU-14,803,20.751664,0,1,3
CMU-14,610,14.053644,0,1,3
CMU-14,-6790,0.000000,1,1,0
CMU-14,1076,8.774533,0,1,3
CMU-14,656,19.576165,0,1,3
CMU-14,1198,7.167857,0,1,3
CMU-14,464,24.325874,0,1,3
CMU-14,737,20.472019,0,1,3
CMU-14,968,7.319150,0,1,3
CMU-14,-5355,0.000000,1,1,0
CMU-14,651,27.513731,0,1,3
CMU-14,322,43.452103,0,1,3
CMU-14,664,21.351537,0,1,3
CMU-14,1089,23.421208,0,1,3
CMU-14,407,35.651471,0,1,3
CMU-14,749,30.089918,0,1,3
CMU-14,675,21.709359,0,1,3
CMU-14,843,17.208887,0,1,3
CMU-14,-5832,0.000000,1,1,0
CMU-14,745,15.447633,0,1,3
CMU-14,660,37.998919,0,1,3
CMU-14,704,21.995376,0,1,3
CMU-14,469,21.460509,0,1,3
CMU-14,-5233,0.000000,1,1,0
CMU-14,729,15.596764,0,1,3
CMU-14,997,11.702663,0,1,3
CMU-14,-5754,0.000000,1,1,0
CMU-14,598,26.946867,0,1,3
CMU-14,715,16.600318,0,1,3
CMU-14,-6387,0.000000,1,1,0
CMU-14,772,16.287256,0,1,3
CMU-14,511,26.782372,0,1,3
CMU-14,993,4.697379,0,1,3
CMU-14,-5769,0.000000,1,1,0
CMU-14,660,18.396280,0,1,3
CMU-14,727,26.008228,0,1,3
CMU-14,1038,26.128017,0,1,3
CMU-14,-5903,0.000000,1,1,0
CMU-14,1129,25.062443,0,1,3
CMU-14,899,16.527469,0,1,3
CMU-14,1089,19.863129,0,1,3
CMU-14,774,29.329043,0,1,3
CMU-14,668,6.839649,0,1,3
CMU-14,-6662,0.000000,1,1,0
CMU-14,403,5.008461,0,1,3
CMU-14,755,15.693293,1,0,1
CMU-14,289,31.882484,0,1,3
CMU-14,726,29.559307,0,1,3
CMU-14,766,17.508768,0,1,3
CMU-14,-7463,0.000000,1,1,0
CMU-14,745,17.585015,0,1,3
CMU-14,1068,18.607077,0,1,3
CMU-14,518,21.345590,0,1,3
CMU-14,1313,4.283904,0,1,3
CMU-14,639,15.606548,0,1,3
CMU-14,527,29.441064,0,1,3
CMU-14,476,17.059308,0,1,3
CMU-14,663,16.842685,0,1,3
CMU-14,859,35.767315,0,1,3
CMU-14,-5860,0.000000,1,1,0
CMU-14,-5185,0.000000,1,1,0
CMU-14,1225,15.607393,0,1,3
CMU-14,738,26.978407,0,1,3
CMU-14,628,28.416903,0,1,3
CMU-14,489,18.905268,0,1,3
CMU-14,-6385,0.000000,1,1,0
CMU-14,958,19.326768,0,1,3
CMU-14,838,5.073278,0,1,3
CMU-14,690,21.584186,0,1,3
CMU-14,842,13.791944,0,1,3
CMU-14,717,10.649491,0,1,3
CMU-14,810,12.295644,0,1,3
CMU-14,-6213,0.000000,1,1,0
CMU-14,693,27.356244,0,1,3
CMU-14,1002,31.306232,0,1,3
CMU-14,573,35.647223,0,1,3
CMU-14,636,27.008740,0,1,3
cmu_15,606,4.807730,0,1,3
cmu_15,520,3.452759,0,1,3
cmu_15,234,6.338359,0,1,3
cmu_15,696,7.530873,0,1,3
cmu_15,553,20.547802,0,1,3
cmu_15,817,5.599493,0,1,3
cmu_15,-5808,0.000000,1,1,0
cmu_15,532,2.231971,0,1,3
cmu_15,2489,7.397948,0,0,2
cmu_15,719,3.871863,0,1,3
cmu_15,-5582,0.000000,1,1,0
cmu_15,931,7.674443,0,1,3
cmu_15,571,6.024259,0,1,3
cmu_15,799,4.679834,0,1,3
cmu_15,882,1.662629,0,1,3
cmu_15,524,0.707905,0,1,3
cmu_15,-484,15.707399,0,0,1
cmu_15,654,3.167246,0,1,3
cmu_15,-6271,0.000000,0,0,1
cmu_15,-6539,0.000000,1,1,0
cmu_15,527,10.793637,0,1,3
cmu_15,34,15.302013,1,0,1
cmu_15,376,9.620186,0,1,3
cmu_15,469,6.519605,0,1,3
cmu_15,-5074,27.493510,0,0,1
cmu_15,857,10.525415,0,1,3
cmu_15,814,8.119339,0,1,3
cmu_15,214,10.899210,0,0,1
cmu_15,711,7.743534,0,1,3
cmu_15,746,2.261723,0,1,3
cmu_15,292,10.040624,0,1,3
cmu_15,-6169,0.000000,1,1,0
cmu_15,1900,5.577746,0,1,3
cmu_15,-6076,0.000000,1,1,0
cmu_15,-5710,0.000000,1,1,0
cmu_15,987,6.451692,0,1,3
cmu_15,665,1.199743,0,1,3
cmu_15,916,9.690344,0,1,3
cmu_15,-5637,0.000000,1,1,0
cmu_15,742,2.048922,0,1,3
cmu_15,937,11.525728,0,1,3
cmu_15,318,15.252921,0,1,3
cmu_15,-6408,0.000000,0,0,1
cmu_15,616,11.854847,0,1,3
cmu_15,370,22.816578,0,1,3
cmu_15,-6529,0.000000,1,1,0
cmu_15,75,28.376092,0,0,1
cmu_15,609,13.960641,0,1,3
cmu_15,-5735,0.000000,1,1,0
cmu_15,610,9.408664,0,1,3
cmu_15,266,22.493446,0,1,3
cmu_15,4672,5.827633,0,0,2
cmu_15,1022,22.798592,0,1,3
cmu_15,1425,9.106906,0,1,3
cmu_15,345,23.596614,1,0,1
cmu_15,1040,27.839977,0,1,3
cmu_15,-1197,28.107142,0,0,1
cmu_15,932,0.157069,0,1,3
cmu_15,746,6.443170,0,1,3
cmu_15,834,6.054879,0,1,3
cmu_15,836,10.804886,0,1,3
cmu_15,475,24.472586,0,1,3
cmu_15,-5637,0.000000,1,1,0
cmu_15,673,5.438864,0,1,3
cmu_15,-5747,0.000000,1,1,0
cmu_15,940,19.791994,0,1,3
cmu_15,658,21.202727,0,1,3
cmu_15,879,10.424321,0,1,3
cmu_15,652,23.174920,0,1,3
cmu_15,400,13.332666,0,1,3
cmu_15,856,11.982458,0,1,3
cmu_15,714,5.084726,0,1,3
cmu_15,622,10.344140,0,1,3
cmu_15,699,6.145685,0,1,3
cmu_15,3016,1.117738,0,0,2
cmu_15,-7141,0.000000,1,1,0
cmu_15,190,26.292869,1,0,1
cmu_15,779,13.667202,0,1,3
cmu_15,-5499,0.000000,1,1,0
cmu_15,677,16.223043,0,1,3
cmu_15,686,23.616218,0,1,3
cmu_15,394,16.572253,0,1,3
cmu_15,1715,10.642599,0,1,3
cmu_15,454,21.902668,0,1,3
cmu_15,210,18.724997,0,0,1
cmu_15,1093,19.289041,0,1,3
cmu_15,184,18.780157,1,0,1
cmu_15,607,32.928466,0,1,3
cmu_15,1197,36.667074,0,1,3
cmu_15,410,42.246091,1,0,1
cmu_15,608,28.352193,0,1,3
cmu_15,974,49.527904,0,1,3
cmu_15,1352,35.217822,0,1,3
cmu_15,635,42.934198,0,1,3
cmu_15,946,21.667272,0,1,3
cmu_15,889,13.793054,0,1,3
cmu_15,-5900,0.000000,1,1,0
cmu_15,372,26.028491,0,1,3
cmu_15,1031,26.635121,0,1,3
cmu_15,1062,27.043445,0,1,3
cmu_15,-6419,0.000000,0,0,1
cmu_15,1913,15.183526,0,1,3
cmu_15,867,22.336921,0,1,3
cmu_15,-5878,0.000000,1,1,0
cmu_15,2226,1.346590,0,0,2
cmu_15,883,9.234965,0,1,3
cmu_15,1885,18.268937,0,1,3
cmu_15,835,15.849752,0,1,3
cmu_15,889,28.459795,0,1,3
cmu_15,916,7.308140,0,1,3
cmu_15,1177,18.584662,0,1,3
cmu_15,-4560,33.615018,1,0,1
cmu_15,390,8.226280,1,0,1
cmu_15,751,12.245884,0,1,3
cmu_15,400,8.952455,0,1,3
cmu_15,1546,10.045473,0,1,3
cmu_15,109,27.247185,0,0,1
cmu_15,1521,22.938866,0,1,3
cmu_15,-5530,0.000000,1,1,0
cmu_15,-5431,0.000000,1,1,0
cmu_15,618,19.231426,1,0,1
cmu_15,710,31.571807,0,1,3
cmu_15,1046,15.965437,0,1,3
cmu_15,1216,20.308370,0,1,3
cmu_15,957,11.205841,0,1,3
cmu_15,-6790,0.000000,1,1,0
cmu_15,383,16.373869,0,1,3
cmu_15,1434,14.668858,0,1,3
cmu_15,400,15.944528,0,1,3
cmu_15,609,24.096297,0,1,3
cmu_15,790,20.136725,0,1,3
cmu_15,-4694,17.785942,0,0,1
cmu_15,-5355,0.000000,1,1,0
cmu_15,1978,18.664564,0,1,3
cmu_15,3024,28.366396,0,0,2
cmu_15,61,37.550705,0,0,1
cmu_15,746,25.799731,0,1,3
cmu_15,452,35.206288,0,1,3
cmu_15,609,30.594258,0,1,3
cmu_15,437,22.040458,0,1,3
cmu_15,1160,15.572297,0,1,3
cmu_15,-5832,0.000000,1,1,0
cmu_15,619,17.440936,0,1,3
cmu_15,408,39.147438,0,1,3
cmu_15,821,20.142071,0,1,3
cmu_15,743,20.769682,0,1,3
cmu_15,-5233,0.000000,1,1,0
cmu_15,3380,2.711820,0,0,2
cmu_15,935,11.712197,0,1,3
cmu_15,-5754,0.000000,1,1,0
cmu_15,799,25.264325,0,1,3
cmu_15,-6357,0.000000,0,0,1
cmu_15,-6387,0.000000,1,1,0
cmu_15,464,18.231940,0,1,3
cmu_15,473,27.772108,0,1,3
cmu_15,901,5.403235,0,1,3
cmu_15,1964,20.176232,1,0,1
cmu_15,1386,12.492991,0,1,3
cmu_15,1183,22.552022,0,1,3
cmu_15,1104,25.956004,0,1,3
cmu_15,-5903,0.000000,1,1,0
cmu_15,2410,24.156185,0,0,2
cmu_15,1025,15.250567,0,1,3
cmu_15,951,20.482717,0,1,3
cmu_15,928,28.291270,0,1,3
cmu_15,890,6.001882,0,1,3
cmu_15,-6662,0.000000,1,1,0
cmu_15,319,5.040058,0,1,3
cmu_15,-5676,0.000000,1,1,0
cmu_15,602,28.238587,0,1,3
cmu_15,734,29.534751,0,1,3
cmu_15,947,17.274374,0,1,3
cmu_15,-7463,0.000000,1,1,0
cmu_15,-4055,31.770176,0,0,1
cmu_15,2454,11.533799,0,0,2
cmu_15,620,20.165946,0,1,3
cmu_15,1162,5.999510,0,1,3
cmu_15,938,12.456642,0,1,3
cmu_15,773,28.085225,0,1,3
cmu_15,-2518,38.199108,0,0,1
cmu_15,591,18.187543,0,1,3
cmu_15,2041,28.057105,0,0,2
cmu_15,-5860,0.000000,1,1,0
cmu_15,-5185,0.000000,1,1,0
cmu_15,699,20.178835,0,1,3
cmu_15,583,27.442231,0,1,3
cmu_15,2180,20.332053,0,0,2
cmu_15,735,16.262880,0,1,3
cmu_15,-6385,0.000000,1,1,0
cmu_15,-6204,0.000000,0,0,1
cmu_15,1200,3.437135,0,1,3
cmu_15,713,21.339343,0,1,3
cmu_15,723,13.939592,0,1,3
cmu_15,743,10.458845,0,1,3
cmu_15,573,13.485217,0,1,3
cmu_15,869,19.205489,1,0,1
cmu_15,974,25.941807,0,1,3
cmu_15,979,31.432181,0,1,3
cmu_15,832,33.405987,0,1,3
cmu_15,1017,22.381332,0,1,3
CMU_16,1019,0.482169,0,1,3
CMU_16,524,3.444076,0,1,3
CMU_16,484,6.126614,0,1,3
CMU_16,598,7.531102,0,1,3
CMU_16,401,20.912512,0,1,3
CMU_16,401,3.097887,0,1,3
CMU_16,-5808,0.000000,1,1,0
CMU_16,387,1.582219,0,1,3
CMU_16,1774,10.500740,0,1,3
CMU_16,548,5.556978,0,1,3
CMU_16,-5582,0.000000,1,1,0
CMU_16,618,8.297523,0,1,3
CMU_16,494,6.963726,0,1,3
CMU_16,379,7.772495,0,1,3
CMU_16,666,2.425610,0,1,3
CMU_16,618,1.101673,0,1,3
CMU_16,686,5.697083,0,1,3
CMU_16,427,5.842790,0,1,3
CMU_16,434,1.197447,0,1,3
CMU_16,-6539,0.000000,1,1,0
CMU_16,611,10.784920,0,1,3
CMU_16,502,11.252394,1,0,1
CMU_16,496,8.308384,0,1,3
CMU_16,918,3.934321,0,1,3
CMU_16,664,9.124303,0,1,3
CMU_16,484,11.951455,0,1,3
CMU_16,597,12.289625,0,1,3
CMU_16,38,20.678852,0,0,1
CMU_16,706,7.803429,0,1,3
CMU_16,443,5.356976,0,1,3
CMU_16,378,8.600257,0,1,3
CMU_16,-6169,0.000000,1,1,0
CMU_16,656,8.651055,0,1,3
CMU_16,-6076,0.000000,1,1,0
CMU_16,484,15.610872,1,0,1
CMU_16,633,1.177978,0,1,3
CMU_16,520,2.234460,0,1,3
CMU_16,378,15.904923,0,1,3
CMU_16,-5637,0.000000,1,1,0
CMU_16,231,4.293777,0,1,3
CMU_16,745,13.845218,0,1,3
CMU_16,612,12.297318,0,1,3
CMU_16,654,26.980479,0,1,3
CMU_16,266,13.683129,0,1,3
CMU_16,632,17.310332,0,1,3
CMU_16,-6529,0.000000,1,1,0
CMU_16,706,25.947314,0,1,3
CMU_16,698,12.749161,0,1,3
CMU_16,-5735,0.000000,1,1,0
CMU_16,351,11.396268,0,1,3
CMU_16,475,17.165356,0,1,3
CMU_16,909,12.833277,0,1,3
CMU_16,546,25.616836,0,1,3
CMU_16,598,12.756403,0,1,3
CMU_16,583,20.432896,1,0,1
CMU_16,658,28.560214,0,1,3
CMU_16,600,6.040327,0,1,3
CMU_16,1446,2.620248,0,1,3
CMU_16,594,7.694423,0,1,3
CMU_16,902,5.573251,0,1,3
CMU_16,432,15.333807,0,1,3
CMU_16,513,24.187296,0,1,3
CMU_16,-5637,0.000000,1,1,0
CMU_16,565,6.129742,0,1,3
CMU_16,-5747,0.000000,1,1,0
CMU_16,479,23.487164,0,1,3
CMU_16,300,23.415867,0,1,3
CMU_16,560,10.876598,0,1,3
CMU_16,344,25.906630,0,1,3
CMU_16,386,13.437668,0,1,3
CMU_16,435,12.979091,0,1,3
CMU_16,527,6.253036,0,1,3
CMU_16,697,10.031221,0,1,3
CMU_16,393,8.109921,0,1,3
CMU_16,832,11.054422,0,1,3
CMU_16,-7141,0.000000,1,1,0
CMU_16,-6991,0.000000,1,1,0
CMU_16,714,14.050936,0,1,3
CMU_16,-5499,0.000000,1,1,0
CMU_16,473,17.584109,0,1,3
CMU_16,1232,19.650017,0,1,3
CMU_16,627,14.603763,0,1,3
CMU_16,708,15.626670,0,1,3
CMU_16,929,16.468466,0,1,3
CMU_16,321,18.342897,0,1,3
CMU_16,894,20.463334,0,1,3
CMU_16,486,10.216454,1,0,1
CMU_16,533,33.044536,0,1,3
CMU_16,489,44.692186,0,1,3
CMU_16,395,42.258146,1,0,1
CMU_16,564,28.370842,0,1,3
CMU_16,1225,48.976736,0,1,3
CMU_16,401,44.557704,0,1,3
CMU_16,412,44.079815,0,1,3
CMU_16,310,26.647910,0,1,3
CMU_16,814,13.793148,0,1,3
CMU_16,-5900,0.000000,1,1,0
CMU_16,493,23.845101,0,1,3
CMU_16,277,34.122517,0,1,3
CMU_16,674,29.800405,0,1,3
CMU_16,544,27.844509,0,1,3
CMU_16,1053,17.457705,0,1,3
CMU_16,288,27.347153,0,1,3
CMU_16,601,16.457140,1,0,1
CMU_16,334,15.613527,0,1,3
CMU_16,1014,8.561776,0,1,3
CMU_16,244,24.957127,0,1,3
CMU_16,843,15.728754,0,1,3
CMU_16,554,29.445508,0,1,3
CMU_16,411,10.996556,0,1,3
CMU_16,737,24.718827,0,1,3
CMU_16,812,15.357942,1,0,1
CMU_16,-5446,0.000000,1,1,0
CMU_16,580,15.472933,0,1,3
CMU_16,976,6.762496,0,1,3
CMU_16,-6657,0.000000,0,0,1
